rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "io.kontur.disasterninja.notifications.slack". Move the file or change the package name.,null,
java:S1135,41,41,COMPLETE,Complete the task associated to this TODO comment.,null,
