rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "org.open4goods.commons.services.loader". Move the file or change the package name.,null,
java:S1192,76,76,DISTINCT,Define a constant instead of duplicating this literal "End loading of features from {}" 3 times.,null,
java:S125,115,115,CLEAR,This block of commented-out lines of code should be removed.,null,
java:S1135,114,114,COMPLETE,Complete the task associated to this TODO comment.,null,
