rule key,start line,end line,severity,message,type
java:S1598,16,16,CONVENTIONAL,File path "" should match package name "org.operaton.bpm.engine.rest.util.container". Move the file or change the package name.,null,
java:S899,58,58,COMPLETE,Do something with the "boolean" value returned by "delete".,null,
java:S4042,58,58,CONVENTIONAL,Use "java.nio.file.Files#delete" here for better messages on error conditions.,null,
