rule key,start line,end line,severity,message,type
java:S1104,27,27,MODULAR,Make value a static final constant or non-public and provide accessors if needed.,null,
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.cedarsoftware.io". Move the file or change the package name.,null,
java:S1192,65,65,DISTINCT,Define a constant instead of duplicating this literal "value" 11 times.,null,
