rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.cedarsoftware.util". Move the file or change the package name.,null,
java:S112,17,17,COMPLETE,Define and throw a dedicated exception instead of using a generic one.,null,
java:S112,64,64,COMPLETE,Define and throw a dedicated exception instead of using a generic one.,null,
java:S3011,19,19,MODULAR,This accessibility update should be removed.,null,
