rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "io.github.panghy.javaflow.simulation". Move the file or change the package name.,null,
java:S6548,25,25,MODULAR,A Singleton implementation was detected. Make sure the use of the Singleton pattern is required and the implementation is the right one for the context.,null,
