rule key,start line,end line,severity,message,type
java:S120,1,1,IDENTIFIABLE,Rename this package name to match the regular expression '^[a-z_]+(\.[a-z_][a-z0-9_]*)*$'.,null,
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "de.morihofi.acmeserver.core.certificate.revokeDistribution". Move the file or change the package name.,null,
java:S1659,22,22,FORMATTED,Declare "bus" on a separate line.,null,
