rule key,start line,end line,severity,message,type
java:S1488,230,231,CLEAR,Immediately return this expression instead of assigning it to the temporary variable "client".,null,
java:S1488,269,272,CLEAR,Immediately return this expression instead of assigning it to the temporary variable "httpPipeline".,null,
java:S1598,5,5,CONVENTIONAL,File path "" should match package name "type.union.discriminated". Move the file or change the package name.,null,
