rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.cedarsoftware.util". Move the file or change the package name.,null,
java:S3010,19,19,LOGICAL,Remove this assignment of "ctorCalled".,null,
java:S2696,27,27,COMPLETE,Make the enclosing method "static" or remove this set.,null,
