rule key,start line,end line,severity,message,type
java:S1598,8,8,CONVENTIONAL,File path "" should match package name "io.camunda.it.nodb". Move the file or change the package name.,null,
java:S1192,54,54,DISTINCT,Define a constant instead of duplicating this literal ".bpmn" 3 times.,null,
