rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "org.open4goods.nudgerfrontapi.util". Move the file or change the package name.,null,
java:S6353,17,17,CLEAR,Use concise character class syntax '\\w' instead of '[a-zA-Z0-9_]'.,null,
