rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.openisle.service". Move the file or change the package name.,null,
java:S112,20,20,COMPLETE,Define and throw a dedicated exception instead of using a generic one.,null,
