rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.cedarsoftware.util.convert". Move the file or change the package name.,null,
java:S1192,21,21,DISTINCT,Define a constant instead of duplicating this literal "answer" 3 times.,null,
