rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "org.open4goods.services.imageprocessing.service". Move the file or change the package name.,null,
java:S1192,33,33,DISTINCT,Define a constant instead of duplicating this literal "a.png" 4 times.,null,
