rule key,start line,end line,severity,message,type
java:S1598,5,5,CONVENTIONAL,File path "" should match package name "type.union.discriminated.implementation". Move the file or change the package name.,null,
java:S1192,127,127,DISTINCT,Define a constant instead of duplicating this literal "application/json" 6 times.,null,
