rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "de.morihofi.acmeserver.core.certificate.queue". Move the file or change the package name.,null,
java:S3011,45,45,MODULAR,This accessibility update should be removed.,null,
