rule key,start line,end line,severity,message,type
java:S1598,23,23,CONVENTIONAL,File path "" should match package name "net.openhft.chronicle.core.scoped". Move the file or change the package name.,null,
java:S4032,null,null,CLEAR,Remove this package.,null,
