rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "org.mdcfg.model". Move the file or change the package name.,null,
java:S3776,22,22,FOCUSED,Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,null,
