rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.openisle.service". Move the file or change the package name.,null,
java:S2142,39,39,COMPLETE,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,null,
