rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "net.openhft.affinity". Move the file or change the package name.,null,
java:S1075,14,14,CONVENTIONAL,Refactor your code to get this URI from a customizable parameter.,null,
java:S106,15,15,MODULAR,Replace this use of System.out by a logger.,null,
