rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.cedarsoftware.io.util". Move the file or change the package name.,null,
java:S1450,18,18,CLEAR,Remove the "sealed" field and declare it as a local variable in the relevant methods.,null,
