rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "com.openisle.config". Move the file or change the package name.,null,
java:S108,85,85,CLEAR,Remove this block of code, fill it in, or add a comment explaining why it is empty.,null,
