rule key,start line,end line,severity,message,type
java:S1104,12,12,MODULAR,Make text a static final constant or non-public and provide accessors if needed.,null,
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "org.seasar.doma.boot.sample". Move the file or change the package name.,null,
