rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "io.github.panghy.javaflow.scheduler". Move the file or change the package name.,null,
java:S1854,108,108,LOGICAL,Remove this useless assignment to local variable "interruptHandled".,null,
java:S1481,108,108,CLEAR,Remove this unused "interruptHandled" local variable.,null,
