rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "de.morihofi.acmeserver.utils.network.dns". Move the file or change the package name.,null,
java:S1192,16,16,DISTINCT,Define a constant instead of duplicating this literal "ca.example" 4 times.,null,
