rule key,start line,end line,severity,message,type
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "examples". Move the file or change the package name.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,35,35,MODULAR,Replace this use of System.out by a logger.,null,
