rule key,start line,end line,severity,message,type
java:S120,1,1,IDENTIFIABLE,Rename this package name to match the regular expression '^[a-z_]+(\.[a-z_][a-z0-9_]*)*$'.,null,
java:S1598,1,1,CONVENTIONAL,File path "" should match package name "DNAnalyzer.core". Move the file or change the package name.,null,
java:S1192,20,20,DISTINCT,Define a constant instead of duplicating this literal "rs123" 3 times.,null,
